Id,SalePrice
1461,115785.71099678085
1462,141724.41587519695
1463,169549.0139639909
1464,192150.03749097438
1465,203001.06630135333
1466,168006.6882885957
1467,186217.3687356391
1468,161246.36796785676
1469,192322.55106806112
1470,123700.58784032121
1471,172079.17160537487
1472,101893.47274021075
1473,94605.60344219381
1474,143616.03410323223
1475,115185.46094578416
1476,353045.58289615036
1477,248699.74456366035
1478,302932.14923668123
1479,306595.0850177793
1480,493276.7440506503
1481,328833.39503689006
1482,217562.84446260717
1483,171037.0414165476
1484,171186.2323237103
1485,201585.91809126968
1486,190560.16658598688
1487,344283.3241313183
1488,232329.6991604482
1489,190169.21798905116
1490,233882.68873799365
1491,191224.48844291022
1492,90703.64532656553
1493,200772.41147095026
1494,289292.4045600099
1495,281818.9978154856
1496,235166.3165491452
1497,175386.18096436295
1498,179751.62715501132
1499,165636.103908606
1500,159444.76439839488
1501,176370.81768198495
1502,160599.95711986863
1503,279728.20572498924
1504,254430.85123849398
1505,230484.0212778842
1506,189879.8788019082
1507,242504.40882362152
1508,196110.82063834753
1509,164209.7725316895
1510,145250.22252786296
1511,156131.83274125878
1512,170495.72395789652
1513,144537.9720556822
1514,148601.76431858065
1515,187785.62578567877
1516,150304.22576471852
1517,162276.27547490588
1518,127368.65601714265
1519,207540.8314648396
1520,126679.49992341419
1521,124321.42017268215
1522,177105.80726961273
1523,109633.74122619981
1524,117441.78555733767
1525,120790.44150522724
1526,108199.28303456714
1527,109621.21769027713
1528,139231.89433529982
1529,150424.23933800068
1530,202163.56397172983
1531,123032.07333335618
1532,101598.76142448156
1533,144933.59852503825
1534,125826.19567056643
1535,130598.93863845835
1536,107467.51555625087
1537,59394.04532013048
1538,145117.6344652783
1539,180727.43668212474
1540,84347.22938604467
1541,129777.11632519387
1542,134027.80540074347
1543,166638.44421852898
1544,92555.03192466497
1545,118495.95007974931
1546,142212.464313362
1547,131063.39674453232
1548,141353.13075215518
1549,128522.77587243641
1550,135686.32409824396
1551,107565.33337086701
1552,145764.96383822404
1553,135129.03008150237
1554,122685.03276966086
1555,150259.3225312638
1556,87709.86850518693
1557,97193.32241811155
1558,107456.32104609742
1559,65765.79267259719
1560,129821.10062322902
1561,117813.26097409286
1562,135817.66697676474
1563,121015.69990978453
1564,152580.48325468384
1565,144315.1542511247
1566,237718.03210778054
1567,81681.14312208188
1568,246258.20059434883
1569,122984.78204389072
1570,140606.84027498725
1571,106676.47425663956
1572,131781.2489701543
1573,212142.47075366735
1574,112792.27285474891
1575,234823.05797661893
1576,253877.33045057335
1577,182667.94912295378
1578,149672.9291257186
1579,141043.55558904464
1580,196215.6969574472
1581,156739.22653115052
1582,130724.09215060047
1583,275265.8770709846
1584,220117.46974299668
1585,140249.77494830693
1586,80427.09247243514
1587,109941.09590172315
1588,154366.75296051765
1589,91595.62113879838
1590,132000.563296908
1591,89597.27050568936
1592,107232.96910837569
1593,138763.79824715434
1594,143011.53503788885
1595,104876.6685807545
1596,220202.02525274924
1597,197057.6386791151
1598,230915.18096424863
1599,171668.53025535145
1600,164656.16724459306
1601,71724.58218184262
1602,117346.62594104023
1603,78495.01668401573
1604,255709.1620166935
1605,239780.56781304223
1606,169035.35599006162
1607,178848.3759523659
1608,222212.52026258505
1609,177833.02671520336
1610,148533.28000210295
1611,137025.12646834526
1612,167291.26345239388
1613,161979.80959006003
1614,125479.99621145222
1615,90466.01886247811
1616,77935.81556934967
1617,92347.83522781667
1618,130403.39565307299
1619,148535.32066989804
1620,155107.834638464
1621,130733.92555314585
1622,150157.26864633305
1623,263390.4809676806
1624,197045.30430388547
1625,118913.4274521085
1626,170861.5372360074
1627,187595.67922744565
1628,277121.3142385019
1629,185327.33382095824
1630,326861.7515091963
1631,227688.3941906748
1632,236557.15003634064
1633,189714.18587489234
1634,187970.096370839
1635,175217.75103649826
1636,154777.56394325427
1637,196015.11743635967
1638,170629.50419025708
1639,186066.65783881597
1640,249871.81210599063
1641,175828.13862564467
1642,249262.06376243007
1643,211898.41264181357
1644,241842.51233759764
1645,209761.74370268613
1646,170612.85969118727
1647,162498.74770190247
1648,128445.17502007636
1649,147639.64759213908
1650,115819.40756869211
1651,124303.43252767841
1652,102527.37232118245
1653,105635.24738909733
1654,150219.5068549221
1655,138741.38692709745
1656,141966.5640141097
1657,154371.9841320124
1658,154483.95162976807
1659,128690.129075899
1660,154970.65578820484
1661,419520.7331222385
1662,403118.95317480166
1663,362949.5629474992
1664,486521.67946680216
1665,308516.3023819584
1666,328467.12989389326
1667,352670.8263686612
1668,366394.31425798935
1669,318083.5622252181
1670,346926.75073756627
1671,259150.0531834662
1672,422653.45147816127
1673,298710.8416367157
1674,243624.57165053734
1675,192923.76571033837
1676,189087.38131555376
1677,213389.9453473122
1678,427687.4899296139
1679,392998.30057836283
1680,312768.6049609953
1681,246529.7305878271
1682,325765.71030142804
1683,191967.66467872393
1684,180934.90829548077
1685,174217.59182433423
1686,176118.62801929354
1687,174893.4935105013
1688,186402.70419469674
1689,195187.27046545298
1690,201724.08153831767
1691,195759.15489664176
1692,268210.2583769448
1693,181474.91529368202
1694,185072.33024034597
1695,177502.74704535506
1696,266848.03061319445
1697,180238.96003512252
1698,347600.2474489781
1699,325358.1613289812
1700,258838.83767392032
1701,267526.51912915526
1702,227643.40960777987
1703,232912.4457955803
1704,266258.39281323616
1705,246853.74076699707
1706,321805.0795590966
1707,212846.43663949458
1708,205529.9373880909
1709,263094.79244052875
1710,225131.28983001696
1711,286515.74771722406
1712,252262.33511354044
1713,275997.56444178504
1714,218731.32933646045
1715,216147.432947146
1716,178595.8935096027
1717,188367.764709037
1718,136035.6679025569
1719,207216.74081197375
1720,238600.01473966008
1721,159920.72031151142
1722,122285.67026394854
1723,151221.99975285845
1724,200423.89638114054
1725,242434.17205775954
1726,185059.7945756395
1727,148064.2618141305
1728,179837.8471546859
1729,168918.953054562
1730,160646.99767869827
1731,121645.15326655038
1732,128929.73195000397
1733,111715.11315660705
1734,123364.08218340098
1735,136131.60529184758
1736,109385.4590815569
1737,289682.7806384789
1738,250670.65210580634
1739,243823.92066066858
1740,201266.98094602005
1741,181887.53078701225
1742,173035.5061521889
1743,185026.70184019484
1744,299863.05058636464
1745,210341.03914247156
1746,186636.0779806786
1747,209844.92128256083
1748,218999.8740451288
1749,145975.54175844538
1750,117261.01290965918
1751,253511.830239015
1752,118046.86257261808
1753,145270.5690409858
1754,194510.20992842
1755,154901.45709118064
1756,136747.6055671519
1757,123872.44182410362
1758,145358.7962065711
1759,149661.10977109932
1760,162615.08423510153
1761,134189.54597483773
1762,181256.57655049636
1763,184747.8362238092
1764,117517.55769003791
1765,163947.5506939262
1766,195255.41182518445
1767,214335.72759303174
1768,140346.86810733256
1769,173556.10832797852
1770,163208.20117826166
1771,119868.44501663567
1772,132511.65555557146
1773,127672.2395956067
1774,135704.78421842193
1775,151649.32614717644
1776,135012.73680990143
1777,112561.45916938863
1778,140919.04101599896
1779,132143.3330322467
1780,172465.93036887018
1781,125418.88266028985
1782,88841.72472132072
1783,143833.01060153937
1784,108839.40826618607
1785,121539.21379566993
1786,150964.95262498764
1787,159775.9974934984
1788,64801.550177891775
1789,97387.50249582993
1790,85186.83403736497
1791,194531.38167064727
1792,155406.30693947454
1793,127392.76249198284
1794,159736.65159422398
1795,131724.39932075297
1796,139191.45644612602
1797,109762.85106193332
1798,127478.24649693909
1799,111315.93063441486
1800,136393.05974779918
1801,122016.8613099822
1802,135288.3862604758
1803,147516.92041544674
1804,135200.90572211673
1805,138577.57821247465
1806,125044.38646116311
1807,133260.08319110825
1808,120515.89089102813
1809,121699.01628890332
1810,132574.7820055836
1811,87193.24456703731
1812,95199.53030647626
1813,119813.61583231867
1814,106303.59703029136
1815,64326.124375643434
1816,103003.15138058059
1817,102621.79813247599
1818,138286.73389669493
1819,125552.831692356
1820,56413.82954276175
1821,121025.8319629289
1822,156855.4144027064
1823,48952.95986761891
1824,125655.03509917745
1825,140855.4280457797
1826,107880.51628616302
1827,102791.15472347068
1828,128348.28035465516
1829,133048.61942679255
1830,133789.51555897653
1831,137535.83413257284
1832,73653.41608723011
1833,148594.39978292718
1834,118341.83481878549
1835,102965.33031653162
1836,120147.49497974574
1837,87954.13319779508
